Rank,NCT Number,Title,Acronym,Status,Conditions.1,Conditions.2,Conditions.3,Conditions.4,Conditions.5,Conditions.6,Conditions.7,Interventions,Sponsor/Collaborators,Gender,Age,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Last Update Posted,Locations.1,Country,Generalized Condition,Has Chronic Condition,Condition Count,Total Days Taken
5511.0,NCT04114110,RTLS Technology Study,,"Active, not recruiting",Inpatients,Staff,,,,,,Other: RTLS data,The Royal Wolverhampton Hospitals NHS Trust|La Trobe University|Cornell University,All,"Child, Adult, Older Adult",2000.0,Other,Observational,2020-06-01,01/12/20,2020-01-12,03/10/19,15/04/20,"The Royal Wolverhampton NHS Trust, Wolverhampton, West Midlands",United Kingdom,Others,0,2,-141.0
5512.0,NCT04752683,Validation of an Employee Remote Workplace Stress Measure Embedded Within a Novel Employee Wellbeing App,,Not yet recruiting,Work Related Stress,,,,,,,Other: MyBuddy Employee Wellbeing App,Holly Risdon|BPAi|American Institute of Stress,All,"18 Years and older   (Adult, Older Adult)",220.0,Industry|Other,Observational,2021-01-03,01/04/21,2021-01-06,12/02/21,16/02/21,,,Mental Health,1,1,3.0
5513.0,NCT04719039,The Effect of Yoga Self-Practice on Sleep Disturbance,,Not yet recruiting,Yoga,,,,,,,Behavioral: Restorative Yoga Internvention,Chinese University of Hong Kong,All,18 Years to 59 Years   (Adult),30.0,Other,Interventional,2021-01-02,01/04/21,2021-01-05,22/01/21,22/01/21,"The Chinese University of Hong Kong, Sha Tin",Hong Kong,Others,0,1,3.0
5514.0,NCT04672486,"PRIDE - Pilot Trial of an Online Digital Problem-solving Intervention for School-going Adolescents in Goa, India",,Recruiting,Mental Health Issue,"Depression, Anxiety",Stress,,,,,Behavioral: POD Adventures,Sangath|Harvard Medical School|University of Sussex|London School of Hygiene and Tropical Medicine,All,"13 Years to 19 Years   (Child, Adult)",120.0,Other,Interventional,2021-01-28,31/05/21,2021-05-31,17/12/20,22/03/21,"Sangath, Goa, DL",India,Mental Health,1,3,123.0
5515.0,NCT04444128,IMPRoving Cardiovascular RiSk Stratification Using T1 Mapping in General populatION,IMPReSSION,Recruiting,Myocarditis,Heart Failure,Myocardial Fibrosis,,,,,Diagnostic Test: CMR with T1 and T2 mapping,Johann Wolfgang Goethe University Hospital|Kerckhoff Klinik|Johannes Gutenberg University Mainz|University Hospital Ulm,All,"18 Years and older   (Adult, Older Adult)",3000.0,Other,Observational,2016-11-15,15/11/22,2026-11-15,23/06/20,23/06/20,"Kerckhoff Hospital, Bad Nauheim, Hessen, Germany|University Hospital Frankfurt, Frankfurt, Hessen, Germany|University Hospital Mainz, Mainz, Hessen",Germany,Others,0,3,3652.0
5516.0,NCT04539756,Writing Activities and Emotions,eWrite,Recruiting,Healthy,,,,,,,Behavioral: positive psychological intervention|Behavioral: Active control condition,University of Pittsburgh,All,"18 Years and older   (Adult, Older Adult)",250.0,Other,Interventional,2020-08-09,01/08/21,2021-01-08,07/09/20,06/10/20,"University of Pittsburgh, Pittsburgh, Pennsylvania",United States,Others,0,1,152.0
5517.0,NCT04820257,Home-based Pulmonary Rehabilitation for COPD Patients,,Not yet recruiting,"COPD, Chronic Obstructive Pulmonary Disease",,,,,,,Behavioral: Home based exercise,Karolinska Institutet|Mayo Clinic,All,"40 Years to 100 Years   (Adult, Older Adult)",80.0,Other,Interventional,2021-01-03,01/12/22,2022-01-12,29/03/21,29/03/21,"Karolinska Institutet, Stockholm",Sweden,Others,0,1,374.0
5518.0,NCT04690517,Comparison of Tracheal Ultrasound With Capnography for Intubation Confirmation During CPR Wearing PPE,,Recruiting,Cardiopulmonary Arrest,,,,,,,Procedure: tracheal ultrasound,Samsung Medical Center,All,"18 Years to 100 Years   (Adult, Older Adult)",34.0,Other,Interventional,2021-01-30,01/04/21,2021-01-07,30/12/20,06/04/21,"Samsung Medical Center, Seoul, Korea",Republic of,Others,0,1,-23.0
5519.0,NCT04704570,Remote Exercise Programs and Preventive Training in Asymptomatic Individuals,,Not yet recruiting,Healthy People,,,,,,,"Other: Exercise|Other: Remotely and face to face evaluation of Functional Capacity Level, Quality of life, Kinesophobia, Cognitive Level",Hacettepe University,All,18 Years to 55 Years   (Adult),20.0,Other,Interventional,2021-03-25,29/06/22,2022-09-29,11/01/21,23/03/21,"Yasemin Özel Aslıyüce, Ankara, Sıhhiye",Turkey,Others,0,1,553.0
5520.0,NCT04616768,PROStep: A Feasibility Trial Using PROs and Step Data to Monitor Patients With Lung and GI Cancers,,Recruiting,Cancer,Lung Cancer,Gastro-intestinal,,,,,Other: PRO questionnaire|Other: Step monitoring|Other: Active nudge text feedback|Other: PROStep Dashboard (clinicians),University of Pennsylvania,All,"18 Years and older   (Adult, Older Adult)",125.0,Other,Interventional,2020-11-19,01/11/21,2021-01-11,05/11/20,11/12/20,"Perelman Center for Advanced Medicine (PCAM), Philadelphia, Pennsylvania",United States,Cancers,1,3,53.0
5521.0,NCT04822090,Parvovirus B19 Infection in Hereditary Hemolytic Anemias Patients,,"Active, not recruiting",Parvovirus B19 Infection,,,,,,,Other: Supportive treatment with or without red cell transfusion/intravenous immune globulin (IVIG),Sohag University|Assiut University,All,"12 Years and older   (Child, Adult, Older Adult)",244.0,Other,Observational,2018-10-02,10/02/21,2024-10-02,30/03/21,30/03/21,", Faculty of Medicine, Sohag University, Sohag",Egypt,Others,0,1,2192.0
5522.0,NCT04291638,Evaluating an Online Adjunctive Support Following Intensive Services (OASIS) Strategy for Youth With Selective Mutism,,Completed,Selective Mutism,,,,,,,Behavioral: Remote Caregiver Training|Behavioral: Remote Intensive Group Behavioral Treatment (IGBT),Florida International University,All,4 Years to 10 Years   (Child),11.0,Other,Interventional,2020-06-03,07/12/20,2020-07-12,02/03/20,16/12/20,"Florida International University, Miami, Florida",United States,Others,0,1,39.0
5523.0,NCT04406363,Confinement Effect on Low Back Pain Intensity in Chronic Low Back Pain Patients,CONFI-LOMB,Not yet recruiting,Chronic Low-back Pain,,,,,,,Other: non interventional,"University Hospital, Angers",All,"18 Years to 99 Years   (Adult, Older Adult)",300.0,Other,Observational,2020-02-06,02/06/20,2020-06-21,28/05/20,28/05/20,"Petit, Angers",France,Others,0,1,136.0
5524.0,NCT04832152,Telehealth Intervention for Autism Spectrum Disorder,,Not yet recruiting,Autism Spectrum Disorder,,,,,,,Other: OT4ASD,Thomas Jefferson University|Montefiore Medical Center,All,4 Years to 12 Years   (Child),10.0,Other,Interventional,2021-01-05,30/04/22,2022-06-30,05/04/21,09/04/21,,,Others,0,1,541.0
5525.0,NCT04136340,Supportive Care Delivered by Telemedicine to Cancer Patients at Home,,Recruiting,Cancer,Supportive Care,,,,,,Other: In-person in clinic follow-up visit|Other: Telemedicine follow-up visit,Memorial Sloan Kettering Cancer Center,All,"18 Years and older   (Adult, Older Adult)",466.0,Other,Interventional,2019-10-24,01/10/21,2021-01-10,23/10/19,02/07/20,"Memorial Sloan Kettering Cancer Center, New York, New York",United States,Cancers,1,2,444.0
5526.0,NCT03681288,Mindful Self Compassion for Combat Deployed Veterans With Moral Injury and Co-occurring PTSD-SUD,,"Active, not recruiting",Substance Use Disorder,Post-traumatic Stress Disorder,Moral Injury,,,,,Behavioral: Mindful Self-Compassion,VA Office of Research and Development|Providence VA Medical Center,All,"18 Years and older   (Adult, Older Adult)",24.0,U.S. Fed,Interventional,2019-05-21,26/02/21,2021-03-31,24/09/18,19/01/21,"Providence VA Medical Center, Providence, RI, Providence, Rhode Island",United States,Mental Health,1,3,680.0
5527.0,NCT04801316,Steady Feet: Proof of Value,,Not yet recruiting,Community-dwelling Older Adults,Fall Risk,,,,,,Behavioral: Steady Feet exercise programme|Behavioral: Steady Feet Video,Changi General Hospital,All,"21 Years and older   (Adult, Older Adult)",290.0,Other,Interventional,2021-01-04,31/01/22,2023-03-31,17/03/21,17/03/21,"Changi General Hospital, Singapore",Singapore,Others,0,2,816.0
5528.0,NCT04020484,Making Mindfulness Matter© in Children With Epilepsy,M3Epilepsy,Recruiting,Epilepsy in Children,Mindfulness,Quality of Life,,,,,Behavioral: Making Mindfulness Matter© (M3),Lawson Health Research Institute|Canadian Institutes of Health Research (CIHR),All,4 Years to 10 Years   (Child),100.0,Other,Interventional,2019-02-12,01/09/22,2022-12-20,16/07/19,18/02/21,"Epilepsy Southwestern Ontario, London, Ontario",Canada,Neurological Disorders,1,3,1407.0
5529.0,NCT04155463,Measurement of Agricultural and Dietary Glyphosate Exposure Among Pregnant Women,,Recruiting,Exposure to Herbicides,,,,,,,Other: Organic Diet|Other: Conventional Diet,Boise State University|National Institute of Environmental Health Sciences (NIEHS),Female,18 Years to 35 Years   (Adult),40.0,Other|NIH,Interventional,2021-02-23,01/08/21,2022-01-08,07/11/19,08/04/21,"Boise State University, Boise, Idaho",United States,Others,0,1,319.0
5530.0,NCT04524286,Role of Midwifery Continuity of Care in Reducing Health Inequalities,Mi-CARE,Recruiting,"Health Knowledge, Attitudes, Practice",Social Determinants,Public Health,Pregnancy Related,,,,Other: Interviews only.,Bournemouth University|University Hospital Southampton NHS Foundation Trust,Female,"16 Years to 50 Years   (Child, Adult)",60.0,Other,Observational,2020-06-11,18/09/21,2022-03-18,24/08/20,25/11/20,"Princess Anne Hospital - University Hospital Southampton, Southampton",United Kingdom,Others,0,4,645.0
5531.0,NCT04498819,Wearable Technology and a Virtual Lifestyle Program for Type 2 Diabetics,STAND-VAT,"Active, not recruiting",Type 2 Diabetes,Comorbidities and Coexisting Conditions,,,,,,"Behavioral: Wearable Activity Trackers, Exercise Prescription and Virtual Care","Western University, Canada",All,"18 Years and older   (Adult, Older Adult)",20.0,Other,Interventional,2020-09-11,01/05/21,2021-01-05,05/08/20,08/04/21,"SJHC Primary Care for Diabetes Support Program, London, Ontario",Canada,Metabolic Disorders,1,2,116.0
5532.0,NCT04767568,Exploratory Study of the Relevance of a Blood Test in the Management of Patients in the Context of Colorectal Cancer Screening,PREDICT-IRFC,Not yet recruiting,Colorectal Cancer,,,,,,,Diagnostic Test: Blood sample|Other: Tumor tissue,Centre Hospitalier Universitaire de Besancon,All,"18 Years and older   (Adult, Older Adult)",400.0,Other,Interventional,2021-01-03,01/03/23,2027-01-09,23/02/21,23/02/21,"CHU de Besançon, Besançon, France|Hôpital Nord-Franche-Comté, Montbéliard, France|Centre Hospitalier Intercommunal de Haute-Saône, Vesoul",France,Cancers,1,1,2197.0
5533.0,NCT04662775,Formative Evaluation of The HERizon Project,,Completed,Physical Activity,,,,,,,Behavioral: HERizon Project,Liverpool John Moores University|University of Liverpool|Dublin City University|Radboud University,Female,13 Years to 16 Years   (Child),42.0,Other,Interventional,2020-04-15,08/07/20,2020-08-07,10/12/20,16/12/20,"Dublin City University, Dublin, Ireland|LiverpoolJMU, Liverpool, Merseyside, United Kingdom|Wolfson Centre for Personalised Medicine, Institute of Systems, Molecular and Integrative Biology, Liverpool",United Kingdom,Others,0,1,114.0
5534.0,NCT04772521,Smoking Cessation Programme in Workplaces in Hong Kong (Phase Ⅴ),,Not yet recruiting,Smoking Cessation,,,,,,,Behavioral: General health talk|Behavioral: Personalized chat-based interactions|Behavioral: Text message|Behavioral: Phone follow-up/counselling service|Drug: Mailed nicotine replacement therapy (NRT),"The University of Hong Kong|Lok Sin Tong Benevolent Society, Kowloon",All,"18 Years and older   (Adult, Older Adult)",735.0,Other,Interventional,2021-01-04,30/06/23,2023-12-30,26/02/21,06/04/21,"School of Nursing, The University of Hong Kong, Hong Kong",Hong Kong,Others,0,1,1090.0
5535.0,NCT04379622,"Diet, Body Composition, Lifestyle and Cardiovascular Health of Healthy and Active Adults From Slovenia",SloLifestyle,Completed,"Diet, Healthy",Body Weight,Time Restricted Feeding,Sleep,Cardiovascular Risk Factor,Motivation,,"Other: Dietary intake, body composition, lifestyle, and CVD risk factors",Barbara Jakše s.p.,All,"18 Years to 80 Years   (Adult, Older Adult)",93.0,Other,Observational,2020-05-22,05/08/20,2020-05-08,07/05/20,06/08/20,"PDP Spodnje Črnuče, Ljubljana",Slovenia,Others,0,6,-14.0
5536.0,NCT04168814,Nutritional Status in Locally Advanced or Metastatic Solid Cancer Patients in Spain: the NutriOncoSearch (NOS) Study,NOS,Completed,Malnutrition,Oncologic Complications,Oncology,Quality of Life,,,,Other: Observational test,Universidad Pontificia Comillas|Baxter Healthcare Corporation|Iqvia Pty Ltd|SPANISH SOCIETY OF ONCOLOGY NURSING,All,"18 Years and older   (Adult, Older Adult)",586.0,Other|Industry,Observational,2020-10-06,09/10/20,2020-12-15,19/11/19,22/01/21,"Hospital Virgen de los Lirios, Alcoy, Alicante, Spain|Hospital Universitario Quirón Madrid, Pozuelo De Alarcón, Madrid, Spain|Clínica Universidad de Navarra, Pamplona, Navarra, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Hospital Universitari Vall d´Hebron, Barcelona, Spain|Universidad Pontificia Comillas, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Son Espases, Palma De Mallorca, Spain|Hospital Universitario Donosti, San Sebastián, Spain|Hospital Universitario de Canarias, Santa Cruz De Tenerife, Spain|Hospital Virgen del Rocío, Sevilla",Spain,Others,0,4,70.0
5537.0,NCT04323163,"Yoga, Aerobic and Stretching Exercise Effects on Neurocognition",,Recruiting,Aging,Cognitive Decline,,,,,,Behavioral: Physical Activity,University of Illinois at Urbana-Champaign|Wayne State University,All,"55 Years to 79 Years   (Adult, Older Adult)",168.0,Other,Interventional,2021-01-01,31/12/24,2025-03-31,26/03/20,16/03/21,"University of Illinois at Urbana-Champaign, Urbana, Illinois",United States,Others,0,2,1550.0
5538.0,NCT04512378,Group CBT for Intolerance of Uncertainty,,Recruiting,Generalized Anxiety Disorder,Intolerance of Uncertainty,Anxiety,,,,,Behavioral: Behavioural Experiments for Intolerance of Uncertainty,University of Manitoba,All,"18 Years to 89 Years   (Adult, Older Adult)",20.0,Other,Interventional,2021-01-02,01/08/21,2021-01-08,13/08/20,04/02/21,"Deer Lodge Centre, Winnipeg, Manitoba",Canada,Mental Health,1,3,6.0
5539.0,NCT04157296,Neurally Targeted Cognitive Training to Augment CBT Outcomes in Pediatric Anxiety,,Recruiting,Anxiety Disorders,,,,,,,Behavioral: Cognitive behavioral therapy (CBT)|Behavioral: computerized cognitive training (CCT),University of Michigan|National Institutes of Health (NIH),All,7 Years to 17 Years   (Child),54.0,Other|NIH,Interventional,2020-04-02,01/07/21,2021-01-07,08/11/19,26/01/21,"University of Michigan, Ann Arbor, Michigan",United States,Mental Health,1,1,280.0
5540.0,NCT04562350,"XatJove Anoia, as a Tool to Bring Health Services Closer to Teenagers",,Recruiting,Healthy,,,,,,,Other: XatJove Anoia Aplication,Jordi Gol i Gurina Foundation|Institut Català de la Salut,All,12 Years to 16 Years   (Child),500.0,Other,Interventional,2020-01-10,20/06/21,2021-11-10,24/09/20,24/09/20,"SAP Anoia, Igualada, Barcelona",Spain,Others,0,1,670.0
5541.0,NCT04462250,Mobile Health (mHealth) App for Safe Opioid Use,,Not yet recruiting,Opioid Use,,,,,,,Device: Prescription Opioid Management App,"Rutgers, The State University of New Jersey",All,"18 Years to 65 Years   (Adult, Older Adult)",15.0,Other,Interventional,2021-01-03,30/06/21,2021-06-30,08/07/20,08/07/20,"North Jersey Community Research Initiative, Newark, New Jersey",United States,Others,0,1,178.0
5542.0,NCT03680287,Effects of Sleep Disruption on Drug Response,,Recruiting,"Low Back Pain, Recurrent",Healthy,,,,,,Drug: Within-Subject test of blinded study medication,Johns Hopkins University|National Institute on Drug Abuse (NIDA),All,21 Years to 60 Years   (Adult),250.0,Other|NIH,Interventional,2019-07-10,29/02/24,2024-02-29,21/09/18,19/01/21,"Johns Hopkins School of Medicine, Baltimore, Maryland",United States,Others,0,2,1695.0
5543.0,NCT03105102,A Study of the Efficacy and Safety of Risankizumab in Participants With Crohn's Disease,,"Active, not recruiting",Crohn's Disease,,,,,,,Drug: Placebo for Risankizumab SC|Drug: Risankizumab IV|Drug: Placebo for Risankizumab IV|Drug: Risankizumab SC|Drug: Risankizumab On-Body Injector (OBI),AbbVie,All,"18 Years to 80 Years   (Adult, Older Adult)",1337.0,Industry,Interventional,2018-09-04,09/06/26,2026-09-06,07/04/17,13/04/21,"Phoenix VA Healthcare /ID# 162264, Phoenix, Arizona, United States|Digestive Disease Consultants, A Division of Arizona Digestive Health, P.C /ID# 211884, Tempe, Arizona, United States|University of Arizona /ID# 158502, Tucson, Arizona, United States|Atria Clinical Research /ID# 164505, Little Rock, Arkansas, United States|Southern California Res. Ctr. /ID# 211991, Coronado, California, United States|Care Access Research, Huntington Beach /ID# 213035, Huntington Beach, California, United States|UC San Diego Health Systems /ID# 155555, La Jolla, California, United States|United Medical Doctors /ID# 207888, Los Alamitos, California, United States|TLC Clinical Research Inc /ID# 212719, Los Angeles, California, United States|Gastrointestinal Biosciences /ID# 162657, Los Angeles, California, United States|United Medical Doctors - Murrieta /ID# 158300, Murrieta, California, United States|University of California, San Francisco - 16th St /ID# 157127, San Francisco, California, United States|Cedars-Sinai Medical Center - West Hollywood /ID# 163839, West Hollywood, California, United States|Peak Gastroenterology Associat /ID# 165843, Colorado Springs, Colorado, United States|Rocky Mountain Pediatric Gastroenterology /ID# 207170, Lone Tree, Colorado, United States|Western Connecticut Medical Group /ID# 165879, Danbury, Connecticut, United States|Brandon Premier Health Care, PA /ID# 162262, Brandon, Florida, United States|Clinical Research of West Florida - Clearwater /ID# 205865, Clearwater, Florida, United States|Clinical Research of West Florida - Clearwater /ID# 208125, Clearwater, Florida, United States|South Lake Pain Institute, Inc /ID# 162808, Clermont, Florida, United States|Omega Research Maitland, LLC /ID# 171082, DeBary, Florida, United States|Universal Axon Clinical Resear /ID# 165428, Doral, Florida, United States|Nature Coast Clinical Research - Inverness /ID# 159408, Inverness, Florida, United States|SIH Research Mumtaz, Inc /ID# 163083, Kissimmee, Florida, United States|Alliance Medical Research /ID# 163837, Lighthouse Point, Florida, United States|Ctr for Advanced Gastroenterol /ID# 202479, Maitland, Florida, United States|University of Miami /ID# 155007, Miami, Florida, United States|Coral Research Clinic /ID# 158456, Miami, Florida, United States|South Florida Research Ph I-IV /ID# 161832, Miami, Florida, United States|Gastroenterology Group Naples /ID# 165204, Naples, Florida, United States|Advanced Research Institute /ID# 161966, New Port Richey, Florida, United States|Endoscopic Research, Inc. /ID# 205906, Orlando, Florida, United States|IMIC Inc. /ID# 154942, Palmetto Bay, Florida, United States|Atlanta Gastro Assoc /ID# 154724, Atlanta, Georgia, United States|Gastroenterology Associates of Central Georgia, LLC /ID# 154850, Macon, Georgia, United States|Northwestern University /ID# 158261, Chicago, Illinois, United States|The University of Chicago Medical Center /ID# 157124, Chicago, Illinois, United States|NorthShore University HealthSystem - Evanston Hospital /ID# 158265, Evanston, Illinois, United States|Southwest Gastroenterology /ID# 164781, Oak Lawn, Illinois, United States|Cotton-O'Neil Clinical Res Ctr /ID# 154722, Topeka, Kansas, United States|University of Kentucky Chandler Medical Center /ID# 157120, Lexington, Kentucky, United States|University of Louisville /ID# 210525, Louisville, Kentucky, United States|Gastroenterology Associates LLC - Jefferson Hwy /ID# 161963, Baton Rouge, Louisiana, United States|Houma Digestive Health Special /ID# 158264, Houma, Louisiana, United States|Delricht Research /ID# 206644, New Orleans, Louisiana, United States|Nola Research Works, LLC /ID# 161317, New Orleans, Louisiana, United States|Louisana Research Center, LLC /ID# 162237, Shreveport, Louisiana, United States|MGG Group Co, Inc.Chevy Chase Clinical Research /ID# 154832, Chevy Chase, Maryland, United States|Gastro Center of Maryland /ID# 165001, Columbia, Maryland, United States|University of Michigan Health Systems /ID# 157126, Ann Arbor, Michigan, United States|Clin Res Inst of Michigan, LLC /ID# 169179, Chesterfield, Michigan, United States|Center for Digestive Health /ID# 154683, Troy, Michigan, United States|Gastroenterology Associates of Western Michigan, PLC /ID# 161313, Wyoming, Michigan, United States|Mayo Clinic /ID# 163086, Rochester, Minnesota, United States|Southern Therapy and Advanced Research (STAR) LLC /ID# 154831, Jackson, Mississippi, United States|Saint Louis University School of Medicine /ID# 161883, Saint Louis, Missouri, United States|University of Nebraska Med Ctr /ID# 210058, Omaha, Nebraska, United States|Las Vegas Medical Research /ID# 160170, Las Vegas, Nevada, United States|Revival Research Institute, LLC /ID# 210985, Las Vegas, Nevada, United States|NY Scientific /ID# 158294, Brooklyn, New York, United States|Saratoga Schenectady Gastroenterology Associates - Burnt Hills /ID# 213447, Burnt Hills, New York, United States|Intercity Advanced Gastroentertology Center /ID# 215205, Fresh Meadows, New York, United States|Long Island Clinical Research /ID# 154829, Great Neck, New York, United States|Digestive Dis Care/Excel Med /ID# 211777, New Hyde Park, New York, United States|North Shore University Hospital /ID# 168738, New Hyde Park, New York, United States|NYU Langone Medical Center /ID# 160169, New York, New York, United States|Weill Cornell Medicine /ID# 165878, New York, New York, United States|The Mount Sinai Hospital /ID# 165612, New York, New York, United States|Columbia Univ Medical Center /ID# 161899, New York, New York, United States|Lenox Hill Hospital, Northwell /ID# 168467, New York, New York, United States|DiGiovanna Institute for Medical Education & Research /ID# 171126, North Massapequa, New York, United States|Univ NC Chapel Hill /ID# 154833, Chapel Hill, North Carolina, United States|Atrium Health Carolinas Medical Center /ID# 158428, Charlotte, North Carolina, United States|Wake Research Associates, LLC /ID# 154873, Raleigh, North Carolina, United States|Plains Clinical Research Center, LLC /ID# 169718, Fargo, North Dakota, United States|Tri-State Endoscopy /ID# 154927, Cincinnati, Ohio, United States|Cleveland Clinic Main Campus /ID# 209226, Cleveland, Ohio, United States|The Ohio State University /ID# 164708, Columbus, Ohio, United States|Optimed Research, Ltd. /ID# 167887, Columbus, Ohio, United States|Hometown Urgent Care and Resea /ID# 170464, Dayton, Ohio, United States|Great Lakes Gastroenterology Research LLC /ID# 201770, Mentor, Ohio, United States|Hightower Clinical /ID# 211993, Oklahoma City, Oklahoma, United States|Digestive Disease Specialists /ID# 170775, Oklahoma City, Oklahoma, United States|Adult Gastroenterology Associates - Main /ID# 208864, Tulsa, Oklahoma, United States|Children's Hospital of Pittsburgh of UPMC /ID# 212544, Pittsburgh, Pennsylvania, United States|Digestive Disease Associates, LTD /ID# 208297, Wyomissing, Pennsylvania, United States|Medical University of South Carolina /ID# 212858, Charleston, South Carolina, United States|Gastroenterology Associates, P.A. /ID# 154904, Greenville, South Carolina, United States|Rapid City Medical Center /ID# 163838, Rapid City, South Dakota, United States|Gastro One /ID# 154726, Germantown, Tennessee, United States|East Tennessee Research Instit /ID# 168739, Johnson City, Tennessee, United States|Clinical Neuroscience /ID# 164180, Memphis, Tennessee, United States|Vanderbilt Univ Med Ctr /ID# 157121, Nashville, Tennessee, United States|TX Clinical Research Institute /ID# 159404, Arlington, Texas, United States|Inquest Clinical Research /ID# 165694, Baytown, Texas, United States|Texas Digestive Disease Consultants - Cedar Park /ID# 209797, Cedar Park, Texas, United States|Texas Digestive Disease Consultants - Cedar Park /ID# 209946, Cedar Park, Texas, United States|Baylor Scott & White Research /ID# 159406, Dallas, Texas, United States|DHAT Research Institute /ID# 158208, Garland, Texas, United States|Vilo Research Group Inc /ID# 207655, Houston, Texas, United States|Baylor College of Medicine /ID# 158203, Houston, Texas, United States|Centex Studies, Inc. - Houston /ID# 201219, Houston, Texas, United States|Clin",United Kingdom,Others,0,1,2924.0
